can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90
True,True,,,620487,0,0,0,0,0,2,1.8,2.3,6,Veljko,2.3,721,False,,,45,620487.jpg,3.7,False,Milosavljevic,0.0,False,,a,4,91,11,4410,212,2435,140,0.5,2.4,Milosavljević,190.0,2025-09-01,2007-06-28,False,p620487,185,0,0,1,1,0,0,0,0,0,0,0,42,37.2,11.8,6.0,5.5,14,3,1,15,2,0.00,0.18,0.18,1.21,305,116,324,113,332,115,347,117,,,,,,,0.0,0.0,0.09,0.09,0.59,0.49,483,101,145,54,100,45,617,215,0.97,0.49,7.3
True,True,100.0,100.0,200641,0,0,-2,2,0,3,0.0,-0.5,0,Reiss,0.0,27,False,,2025-09-26T15:00:07.964360Z,48,200641.jpg,0.0,False,Nelson,0.1,False,,a,5,94,0,7273,190,13211,320,0.0,0.0,Nelson,241.0,2025-09-01,1999-12-10,False,p200641,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,674,286,668,285,651,277,675,287,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,360,226,643,267,678,287,459,154,0.0,0.0,0.0
True,True,100.0,100.0,533463,0,0,0,0,1,3,4.7,4.2,11,Dango,4.7,83,False,,2025-08-14T16:00:05.815568Z,60,533463.jpg,4.1,False,Ouattara,0.5,False,,a,5,94,33,184630,12369,153685,2391,0.8,5.5,O.Dango,35.0,2025-08-16,2002-02-11,False,p533463,476,2,1,2,6,0,0,0,1,0,0,4,77,100.0,52.4,235.0,38.3,15,22,4,41,5,2.52,0.37,2.89,6.36,167,66,171,116,9,5,63,40,,,,,,,0.48,0.0,0.07,0.55,1.2,1.13,90,58,61,24,79,32,235,80,0.95,0.38,7.75
True,True,100.0,100.0,200720,0,0,0,0,0,1,3.7,3.2,2,Caoimhín,3.7,101,False,,2025-08-09T14:00:04.798673Z,45,200720.jpg,3.2,False,Kelleher,7.9,False,,a,5,94,29,271964,14598,534536,16078,0.8,6.4,Kelleher,104.0,2025-06-03,1998-11-23,False,p200720,810,0,0,2,14,0,1,0,1,0,23,0,114,192.2,10.0,0.0,20.3,8,72,1,0,9,0.00,0.01,0.01,12.39,51,9,337,6,579,65,184,9,,,,,,,0.0,2.56,0.0,0.0,1.38,1.56,403,23,82,8,136,15,47,9,1.0,0.22,0.0
True,True,,,235448,0,0,0,0,0,1,0.0,-0.5,0,Ellery,0.0,102,False,,,40,235448.jpg,0.0,False,Balcombe,0.3,False,,a,5,94,0,9528,231,14164,559,0.0,0.0,Balcombe,241.0,2016-11-02,1999-10-15,False,p235448,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,492,52,476,38,444,26,492,52,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,637,56,445,45,501,52,318,46,0.0,0.0,0.0
True,True,,,503300,0,0,0,0,0,1,0.0,-0.5,0,Matthew,0.0,103,False,,,40,503300.jpg,0.0,False,Cox,0.1,False,,a,5,94,0,3787,77,6213,252,0.0,0.0,Cox,241.0,2021-10-26,2003-05-02,False,p503300,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,518,68,503,54,471,42,519,68,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,671,72,472,61,528,68,413,63,0.0,0.0,0.0
True,True,,,535017,0,0,0,0,0,1,0.0,-0.5,0,Julian,0.0,104,False,,,40,535017.jpg,0.0,False,Eyestone,0.1,False,,a,5,94,0,1429,57,3282,110,0.0,0.0,Eyestone,229.0,2024-08-08,2006-04-21,False,p535017,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,522,69,507,55,476,43,523,69,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,677,73,477,62,532,69,521,78,0.0,0.0,0.0
True,True,,,507433,0,0,-1,1,0,1,0.0,-0.5,0,Hákon Rafn,0.0,105,False,,,39,507433.jpg,0.0,False,Valdimarsson,0.7,False,,a,5,94,0,17038,4262,42211,1595,0.0,0.0,Valdimarsson,99.0,2024-01-26,2001-10-13,False,p507433,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,451,35,433,19,400,7,451,35,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,723,85,403,28,460,35,201,28,0.0,0.0,0.0
True,True,,,432830,0,0,-1,1,0,2,4.7,4.2,3,Nathan,4.7,106,False,,,49,432830.jpg,3.3,False,Collins,1.2,False,,a,5,94,30,58049,4792,115136,3611,1.0,6.1,Collins,104.0,2023-07-04,2001-04-30,False,p432830,810,0,0,2,14,0,0,0,3,0,0,2,95,198.6,23.9,102.0,32.6,81,29,7,88,9,0.31,0.39,0.70,12.39,46,20,264,86,68,9,94,30,,,,,,,0.03,0.0,0.04,0.07,1.38,1.56,322,54,55,25,127,50,168,61,1.0,0.22,9.78
True,True,,,249231,0,0,-1,1,0,2,1.3,0.8,0,Keane,1.3,107,False,,,49,249231.jpg,2.5,False,Lewis-Potter,0.3,False,,a,5,94,20,18851,600,32669,1727,0.3,4.1,Lewis-Potter,241.0,2022-07-12,2001-02-22,False,p249231,423,0,1,2,9,0,0,0,1,0,0,0,56,58.6,64.0,22.0,14.5,15,16,7,22,5,0.16,0.34,0.50,7.33,248,96,148,36,256,74,235,79,,,4.0,,,,0.03,0.0,0.07,0.1,1.56,1.91,318,53,228,79,209,82,294,107,1.06,0.43,4.68
True,True,,,191866,0,0,-1,1,0,2,4.0,3.5,4,Kristoffer,4.0,108,False,,,44,191866.jpg,3.0,False,Ajer,0.2,False,,a,5,94,18,8217,1037,12937,428,0.9,4.1,Ajer,161.0,2021-07-21,1998-04-17,False,p191866,298,0,2,1,4,0,0,0,0,0,0,0,65,63.2,13.4,54.0,13.2,15,7,10,25,3,0.31,0.48,0.79,3.34,233,91,315,109,154,32,254,87,,,,,,,0.09,0.0,0.14,0.23,1.01,1.21,503,115,73,30,159,62,394,146,0.91,0.3,7.55
True,True,,,194010,0,0,-1,1,0,2,0.3,-0.2,1,Rico,0.3,109,False,,,44,194010.jpg,0.7,False,Henry,0.1,False,,a,5,94,5,4185,105,10944,320,0.1,1.1,Henry,241.0,2016-08-31,1997-07-08,False,p194010,169,0,0,0,6,0,0,0,1,0,0,0,7,16.4,12.4,12.0,3.9,6,10,4,10,1,0.13,0.06,0.19,4.95,364,134,321,111,295,95,372,128,,,,,,,0.07,0.0,0.03,0.1,2.64,3.2,505,117,331,115,433,147,450,167,0.53,0.0,5.33
True,True,,,607464,0,0,0,0,0,2,4.0,3.5,1,Michael,4.0,110,False,,,45,607464.jpg,3.2,False,Kayode,0.4,False,,a,5,94,29,59297,8553,37854,1831,0.9,6.4,Kayode,106.0,2025-07-01,2004-07-10,False,p607464,796,0,0,2,13,0,0,0,0,0,0,5,112,165.6,175.7,21.0,36.3,37,39,16,53,9,0.09,1.18,1.27,12.15,76,35,34,6,264,79,68,17,,,,,,,0.01,0.0,0.13,0.14,1.37,1.47,477,100,76,33,139,55,263,101,1.02,0.23,5.99
True,True,100.0,100.0,231065,0,0,-2,2,0,2,0.0,-0.5,0,Ethan,0.0,111,False,,2025-08-18T08:00:05.393517Z,43,231065.jpg,0.0,False,Pinnock,0.1,False,,a,5,94,0,5254,253,17463,554,0.0,0.0,Pinnock,107.0,2019-07-02,1993-05-29,False,p231065,155,0,0,0,4,1,0,0,1,0,0,0,1,31.8,0.8,10.0,4.3,13,4,2,15,2,0.00,0.04,0.04,2.11,317,121,387,140,302,102,362,123,,,,,,,0.0,0.0,0.02,0.02,1.23,2.32,588,148,503,206,555,220,438,161,1.16,0.0,8.71
True,False,0.0,0.0,226956,0,0,0,0,0,2,0.0,0.0,0,Mads,0.0,112,False,Has joined Southampton permanently.,2025-08-22T14:17:15.662878Z,45,226956.jpg,0.0,False,Roerslev Rasmussen,0.0,False,,u,5,94,0,211,0,3665,32,0.0,0.0,Roerslev,58.0,2019-10-27,1999-06-24,False,p226956,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,613,230,605,231,585,229,614,230,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,411,82,580,224,622,232,670,226,0.0,0.0,0.0
True,True,,,444765,0,0,0,0,0,2,3.7,3.2,3,Sepp,3.7,113,False,,,45,444765.jpg,3.2,False,van den Berg,0.6,False,,a,5,94,29,70351,1868,59091,2050,0.8,6.4,Van den Berg,152.0,2024-08-22,2001-12-20,False,p444765,810,0,0,2,14,0,0,0,0,0,0,0,99,178.6,14.8,100.0,29.4,73,26,4,77,9,0.96,0.10,1.06,12.39,63,28,307,105,72,11,106,33,,,,,,,0.11,0.0,0.01,0.12,1.38,1.56,423,89,83,34,138,54,222,83,1.0,0.22,8.56
True,True,,,622536,0,0,-1,1,0,2,0.0,-0.5,0,Benjamin,0.0,114,False,,,39,622536.jpg,0.0,False,Arthur,0.2,False,,a,5,94,0,8932,394,18420,728,0.0,0.0,Arthur,241.0,2024-03-08,2005-10-09,False,p622536,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,470,182,452,181,420,172,470,181,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,745,245,423,167,479,184,332,118,0.0,0.0,0.0
True,False,0.0,0.0,612534,0,0,0,0,0,2,0.0,0.0,0,Benjamin,0.0,115,False,has joined Dender on loan for the rest of the season.,2025-09-22T21:16:59.169077Z,40,612534.jpg,0.0,False,Fredrick,0.1,False,,u,5,94,0,2020,0,11538,342,0.0,0.0,Fredrick,,,,False,p612534,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,538,212,523,212,492,204,539,212,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,693,201,493,199,547,214,467,173,0.0,0.0,0.0
True,True,50.0,0.0,472713,0,0,0,0,0,2,0.3,0.0,0,Aaron,0.7,116,False,Knee injury - 50% chance of playing,2025-10-16T08:00:09.344205Z,40,472713.jpg,1.2,False,Hickey,0.3,False,,d,5,94,6,14297,58,30646,2241,0.2,1.5,Hickey,243.0,2022-07-09,2002-06-10,False,p472713,184,0,0,0,3,0,0,0,1,0,0,0,16,12.2,3.6,1.0,1.7,4,7,4,8,2,0.02,0.07,0.09,2.25,377,140,368,130,373,133,401,142,,,,,,,0.01,0.0,0.03,0.04,1.1,1.47,655,177,286,95,343,119,300,109,0.98,0.0,3.91
True,False,0.0,0.0,570241,0,0,-1,1,0,2,0.0,0.0,0,Kim,0.0,117,False,has joined Kaiserslautern on loan for the rest of the season.,2025-09-22T21:16:59.154227Z,39,570241.jpg,0.0,False,Ji-soo,0.1,False,,u,5,94,0,4108,0,12340,406,0.0,0.0,Ji-soo,114.0,2023-07-20,2004-12-24,False,p570241,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,463,176,445,175,412,165,463,175,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,736,237,416,161,472,178,458,170,0.0,0.0,0.0
True,False,0.0,0.0,499717,0,0,0,0,0,2,0.0,0.0,0,Jayden,0.0,118,False,Has joined Rangers on loan for the rest of the season.,2025-08-19T13:37:28.261506Z,40,499717.jpg,0.0,False,Meghoma,0.1,False,,u,5,94,0,279,0,9713,127,0.0,0.0,Meghoma,241.0,2024-08-30,2006-06-28,False,p499717,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,517,198,502,198,470,189,518,198,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,670,185,471,184,527,201,566,204,0.0,0.0,0.0
True,True,100.0,100.0,513418,0,0,0,0,0,3,4.7,4.2,7,Kevin,4.7,120,False,,2025-08-09T14:00:04.851048Z,70,513418.jpg,3.4,False,Schade,0.6,False,,a,5,94,31,88962,16936,58939,3660,0.7,4.4,Schade,80.0,2023-07-01,2001-11-27,False,p513418,740,2,2,2,9,0,0,1,3,0,0,1,106,152.8,137.4,199.0,49.0,12,27,16,55,8,2.72,0.73,3.45,10.00,90,29,53,41,17,9,24,19,,,,,,,0.33,0.0,0.09,0.42,1.22,1.09,36,21,62,25,124,52,209,67,0.97,0.24,6.69
True,True,,,440089,0,0,-2,2,0,3,4.0,3.5,7,Mikkel,4.0,121,False,,,58,440089.jpg,4.1,False,Damsgaard,0.6,False,,a,5,94,29,45522,6482,92338,1987,0.7,5.0,Damsgaard,58.0,2022-08-10,2000-07-03,False,p440089,565,1,1,2,8,0,0,0,0,0,0,3,121,148.0,195.3,81.0,42.5,13,24,14,51,7,0.36,1.25,1.61,8.44,95,30,28,24,91,54,40,28,2.0,,3.0,,,,0.06,0.0,0.2,0.26,1.34,1.27,112,75,80,32,78,31,215,70,1.12,0.32,8.12
True,True,0.0,0.0,543295,0,0,-2,2,0,3,0.0,0.0,0,Antoni,0.0,122,False,Knee injury - Expected back 01 Jun,2025-10-16T08:00:09.362049Z,53,543295.jpg,1.0,False,Milambo,0.0,False,,i,5,94,1,1744,19,5843,230,0.0,0.2,Milambo,152.0,2025-07-03,2005-04-03,False,p543295,45,0,0,0,3,0,0,0,0,0,0,0,5,4.0,1.8,0.0,0.6,0,2,2,4,1,0.00,0.01,0.01,1.49,408,192,379,192,712,313,419,197,,,,,,,0.0,0.0,0.02,0.02,2.98,6.0,209,131,702,304,404,193,608,242,2.0,0.0,8.0
True,True,,,244858,0,0,-1,1,0,3,0.3,-0.2,0,Fábio,0.3,123,False,,,49,244858.jpg,2.4,False,Freitas Gouveia Carvalho,0.2,False,,a,5,94,12,26072,253,37462,1513,0.1,2.4,Carvalho,173.0,2024-08-12,2002-08-30,False,p244858,96,1,0,0,4,0,0,0,0,0,0,1,39,38.8,6.2,36.0,8.0,0,5,3,8,1,0.70,0.03,0.73,2.08,301,133,354,186,213,121,319,155,4.0,,,,,,0.66,0.0,0.03,0.69,1.95,3.75,316,197,352,163,220,94,351,121,0.94,0.0,7.5
True,True,,,56979,0,0,0,0,0,3,1.7,1.2,2,Jordan,1.7,124,False,,,50,56979.jpg,2.9,False,Henderson,0.4,False,,a,5,94,26,45873,2021,34555,2804,0.3,5.2,Henderson,241.0,2025-07-15,1990-06-17,False,p56979,654,0,2,3,9,0,0,0,2,0,0,2,117,101.2,115.8,10.0,22.6,20,34,7,61,8,0.05,0.60,0.65,8.85,164,64,66,48,306,161,159,82,,,,,,,0.01,0.0,0.08,0.09,1.22,1.24,241,151,201,93,177,71,260,88,1.1,0.41,8.39
True,True,100.0,100.0,204580,0,0,-1,1,0,3,2.0,1.5,4,Vitaly,2.0,125,False,,2025-08-09T14:00:04.867824Z,49,204580.jpg,1.6,False,Janelt,0.0,False,,a,5,94,8,729,118,1605,66,0.4,1.6,Janelt,80.0,2020-10-03,1998-05-10,False,p204580,117,0,0,0,2,0,0,0,0,0,0,0,21,18.4,34.9,10.0,6.2,6,8,4,18,0,0.10,0.22,0.32,1.86,360,167,228,142,305,160,335,164,,,,,,,0.08,0.0,0.17,0.25,1.43,1.54,302,190,173,80,303,141,677,288,0.0,0.0,13.85
True,True,,,207283,0,0,-1,1,0,3,2.7,2.2,1,Mathias,2.7,126,False,,,49,207283.jpg,2.7,False,Jensen,0.1,False,,a,5,94,19,6063,692,7622,482,0.6,3.9,Jensen,58.0,2019-07-10,1996-01-01,False,p207283,186,2,0,0,5,0,0,0,0,0,0,0,82,96.6,49.8,36.0,18.3,8,8,6,22,2,0.52,0.11,0.63,3.56,174,71,180,122,211,119,209,106,3.0,,,,,,0.25,0.0,0.05,0.3,1.72,2.42,305,192,128,59,197,81,493,171,0.97,0.0,10.65
True,True,100.0,100.0,626464,0,0,-1,1,0,3,0.0,-0.5,0,Gustavo,0.0,127,False,,2025-08-09T14:00:04.884092Z,49,626464.jpg,0.0,False,Nunes Fernandes Gomes,0.0,False,,a,5,94,0,297,50,893,34,0.0,0.0,Nunes,30.0,2024-08-28,2005-11-20,False,p626464,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,697,299,692,299,680,294,698,300,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,350,219,675,285,700,300,702,304,0.0,0.0,0.0
True,True,,,428580,0,0,-1,1,0,3,0.7,0.2,1,Frank,0.7,128,False,,,49,428580.jpg,2.0,False,Onyeka,0.1,False,,a,5,94,12,4467,71,6016,190,0.1,2.4,Onyeka,157.0,2021-07-20,1998-01-01,False,p428580,88,0,2,0,2,0,0,0,0,0,0,0,41,28.4,13.6,4.0,4.6,3,5,2,10,0,0.00,0.36,0.36,2.02,328,150,314,170,352,181,358,171,,,,,,,0.0,0.0,0.37,0.37,2.07,2.05,320,200,300,143,265,119,561,207,0.0,0.0,10.23
True,True,75.0,,508395,0,0,0,0,0,3,1.5,1.5,1,Yehor,2.0,129,False,Knock - 75% chance of playing,2025-10-25T23:00:07.803030Z,50,508395.jpg,3.0,False,Yarmoliuk,0.1,False,,d,5,94,27,9819,171,7958,1239,0.4,5.4,Yarmoliuk,225.0,2022-10-28,2004-03-01,False,p508395,718,0,1,2,12,0,0,0,1,0,0,0,116,126.2,97.8,24.0,24.8,21,46,18,85,9,0.23,0.41,0.64,10.60,125,42,88,64,250,138,139,73,,,,,,,0.03,0.0,0.05,0.08,1.33,1.5,279,174,178,83,168,67,499,174,1.13,0.25,10.65
True,True,,,606689,0,0,0,0,0,3,0.0,-0.5,0,Romelle,0.0,130,False,,,45,606689.jpg,0.0,False,Donovan,0.1,False,,a,5,94,0,8164,315,10469,514,0.0,0.0,Donovan,241.0,2025-07-01,2006-11-30,False,p606689,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,660,275,653,275,634,266,661,276,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,475,286,628,256,669,280,462,155,0.0,0.0,0.0
True,True,,,628204,0,0,-1,1,0,3,0.0,-0.5,0,Yunus Emre,0.0,131,False,,,44,628204.jpg,0.0,False,Konak,0.2,False,,a,5,94,0,21645,316,21170,1095,0.0,0.0,Konak,219.0,2024-01-11,2006-01-10,False,p628204,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,603,233,594,233,571,223,604,234,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,576,328,570,213,613,238,362,124,0.0,0.0,0.0
True,True,100.0,100.0,220695,0,0,0,0,0,3,0.0,-0.5,0,Paris,0.0,132,False,,2025-08-14T16:00:05.924672Z,45,220695.jpg,0.0,False,Maghoma,0.0,False,,a,5,94,0,421,120,2185,44,0.0,0.0,Maghoma,241.0,2020-08-01,2001-05-08,False,p220695,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,611,237,603,237,583,227,612,238,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,407,245,578,217,621,242,683,291,0.0,0.0,0.0
True,True,,,450539,0,0,-1,1,0,3,0.0,-0.5,0,Myles,0.0,133,False,,,44,450539.jpg,0.0,False,Peart-Harris,0.0,False,,a,5,94,0,2429,113,3635,161,0.0,0.0,Peart-Harris,241.0,2021-07-23,2002-09-18,False,p450539,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,570,209,559,209,534,199,571,210,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,524,300,534,188,580,214,599,237,0.0,0.0,0.0
True,False,0.0,0.0,591357,0,0,0,0,0,3,0.0,0.0,0,Ryan,0.0,134,False,Has joined Wigan on loan for the rest of the season,2025-08-11T01:07:54.335986Z,45,591357.jpg,0.0,False,Trevitt,0.0,False,,u,5,94,0,0,0,839,9,0.0,0.0,Trevitt,241.0,2024-01-08,2003-03-12,False,p591357,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,657,273,650,273,631,264,658,274,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,472,284,625,254,666,278,724,317,0.0,0.0,0.0
True,True,,,502500,1,-1,2,-2,1,4,5.0,4.5,5,Igor Thiago,5.0,136,False,,,62,502500.jpg,5.0,False,Nascimento Rodrigues,7.1,False,,a,5,94,45,1001026,303431,290942,22008,0.8,7.3,Thiago,30.0,2024-07-01,2001-06-26,False,p502500,741,6,0,2,13,0,0,0,3,0,0,6,180,261.6,78.0,302.0,64.2,19,13,11,43,9,4.66,0.19,4.85,11.79,8,2,115,8,3,3,8,2,,,,,2.0,,0.57,0.0,0.02,0.59,1.43,1.58,81,26,48,7,33,3,53,10,1.09,0.24,5.22
True,True,,,533710,0,0,-1,1,0,4,0.0,-0.5,0,Iwan,0.0,137,False,,,44,533710.jpg,0.0,False,Morgan,0.4,False,,a,5,94,0,37475,1083,48965,2316,0.0,0.0,Morgan,,,,False,p533710,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,584,59,575,58,551,58,585,59,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,551,71,550,55,594,61,262,40,0.0,0.0,0.0
True,True,,,49262,0,0,-2,2,0,1,0.0,0.0,0,Jason,0.0,138,False,,,43,49262.jpg,0.0,False,Steele,0.3,False,,a,6,36,0,5661,221,28219,729,0.0,0.0,Steele,241.0,2018-07-01,1990-08-18,False,p49262,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,543,76,528,62,498,50,544,76,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,578,32,498,69,552,76,316,45,0.0,0.0,0.0
True,True,,,489639,0,0,-1,1,0,1,1.3,1.3,1,Bart,1.3,139,False,,,44,489639.jpg,1.6,False,Verbruggen,4.1,False,,a,6,36,14,113543,8995,456436,12289,0.3,3.2,Verbruggen,152.0,2023-07-03,2002-08-18,False,p489639,810,0,0,0,15,1,0,0,0,0,21,0,88,179.6,10.0,0.0,18.9,5,91,0,0,9,0.00,0.01,0.01,11.96,59,10,336,5,538,59,197,10,,,,,,,0.0,2.33,0.0,0.0,1.33,1.67,532,29,222,19,300,26,84,14,1.0,0.0,0.0
True,True,,,209288,0,0,0,0,0,1,0.0,0.0,0,Tom,0.0,140,False,,,40,209288.jpg,0.0,False,McGill,0.3,False,,a,6,36,0,10152,200,16799,686,0.0,0.0,McGill,39.0,2021-02-02,2000-03-25,False,p209288,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,487,49,471,35,439,23,487,49,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,631,53,440,42,496,49,291,40,0.0,0.0,0.0
True,False,0.0,0.0,472739,0,0,0,0,0,1,0.0,0.0,0,Carl,0.0,141,False,Has joined Coventry City on loan for the rest of the season.,2025-07-25T14:54:18.206318Z,40,472739.jpg,0.0,False,Rushworth,0.0,False,,u,6,36,0,0,0,197,3,0.0,0.0,Rushworth,241.0,2023-07-01,2001-07-02,False,p472739,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,506,61,491,47,459,35,507,61,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,656,65,460,54,516,61,736,84,0.0,0.0,0.0
True,False,0.0,0.0,240514,0,0,0,0,0,1,0.0,0.0,0,Kjell,0.0,142,False,Has joined Union SG permanently,2025-07-25T14:53:26.961790Z,40,240514.jpg,0.0,False,Scherpen,0.0,False,,u,6,36,0,0,0,172,3,0.0,0.0,Scherpen,152.0,2021-07-16,2000-01-23,False,p240514,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,493,53,477,39,445,27,493,53,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,638,57,446,46,502,53,737,85,0.0,0.0,0.0
True,True,,,204120,0,0,-2,2,0,2,0.0,0.0,0,Olivier,0.0,143,False,,,43,204120.jpg,0.0,False,Boscagli,0.1,False,,a,6,36,0,2387,67,8555,245,0.0,0.0,Boscagli,73.0,2025-07-02,1997-11-18,False,p204120,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,546,218,534,219,504,211,547,218,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,585,145,502,205,554,219,498,183,0.0,0.0,0.0
True,True,,,550090,0,0,-2,2,0,2,0.3,0.3,0,Diego,0.3,144,False,,,43,550090.jpg,1.0,False,Coppola,0.1,False,,a,6,36,3,1305,50,5133,182,0.1,0.7,Coppola,106.0,2025-06-17,2003-12-28,False,p550090,17,0,0,0,1,0,0,0,0,0,0,0,6,7.8,0.1,0.0,0.8,4,1,0,4,0,0.00,0.00,0.00,0.21,393,144,407,148,513,213,413,146,,,,,,,0.0,0.0,0.0,0.0,1.11,5.29,601,154,329,113,369,131,567,205,0.0,0.0,21.18
True,True,100.0,100.0,465730,0,0,-1,1,0,2,0.7,0.7,0,Maxim,0.7,145,False,,2025-09-13T21:30:07.998380Z,44,465730.jpg,1.9,False,De Cuyper,2.1,False,,a,6,36,15,68142,2370,488355,9926,0.2,3.4,De Cuyper,21.0,2025-07-05,2000-12-22,False,p465730,406,1,0,0,8,0,0,0,1,0,0,1,61,84.0,84.8,73.0,24.3,14,24,7,21,5,0.74,0.75,1.49,6.19,196,79,107,23,104,17,146,47,,,,,,,0.16,0.0,0.17,0.33,1.37,1.77,526,130,290,99,283,99,126,48,1.11,0.0,4.66
